order_id,user_id,restaurant_id,cuisine,order_datetime,order_dow,is_rainy,source,trigger_type
O0003019,U000232,R00072,Beverages,2026-03-22 22:00:00,6,True,organic,
O0010721,U000841,R00095,Desserts,2026-03-22 22:00:00,6,False,organic,
O0011874,U000928,R00138,Beverages,2026-03-22 23:00:00,6,False,organic,
O0003732,U000283,R00064,Beverages,2026-03-22 23:00:00,6,False,organic,
O0004286,U000334,R00039,Biryani,2026-03-22 23:00:00,6,False,organic,
O0012523,U000989,R00095,Desserts,2026-03-22 23:00:00,6,False,organic,
O0003020,U000232,R00120,Beverages,2026-03-23 14:00:00,0,False,organic,
O0007793,U000603,R00057,Biryani,2026-03-23 15:00:00,0,False,organic,
O0016972,U001345,R00122,North Indian,2026-03-23 16:00:00,0,False,organic,
O0011151,U000874,R00022,Chinese,2026-03-23 16:00:00,0,True,organic,
O0007791,U000603,R00090,North Indian,2026-03-23 17:00:00,0,False,organic,
O0017873,U001410,R00095,Desserts,2026-03-23 17:00:00,0,False,organic,
O0014125,U001124,R00075,South Indian,2026-03-23 17:00:00,0,False,organic,
O0004157,U000322,R00087,South Indian,2026-03-23 17:00:00,0,False,organic,
O0003018,U000232,R00016,Beverages,2026-03-23 18:00:00,0,True,organic,
O0001587,U000116,R00085,Pizza,2026-03-23 18:00:00,0,False,organic,
O0012492,U000985,R00116,Pizza,2026-03-23 18:00:00,0,False,organic,
O0022992,U001816,R00005,Desserts,2026-03-23 19:00:00,0,False,organic,
O0003683,U000280,R00016,Beverages,2026-03-23 20:00:00,0,False,organic,
O0005290,U000423,R00132,Momos,2026-03-23 20:00:00,0,False,organic,
O0019104,U001509,R00035,South Indian,2026-03-23 20:00:00,0,False,organic,
O0025078,U001988,R00109,Biryani,2026-03-23 20:00:00,0,False,organic,
O0001755,U000129,R00038,Desserts,2026-03-23 22:00:00,0,False,organic,
O0021546,U001697,R00037,North Indian,2026-03-23 23:00:00,0,False,organic,
O0021348,U001684,R00088,Pizza,2026-03-24 14:00:00,1,False,organic,
O0005929,U000465,R00047,South Indian,2026-03-24 14:00:00,1,False,organic,
O0000876,U000064,R00026,Fast Food,2026-03-24 15:00:00,1,False,organic,
O0017874,U001410,R00028,South Indian,2026-03-24 17:00:00,1,False,organic,
O0022846,U001796,R00117,Desserts,2026-03-24 17:00:00,1,False,organic,
O0012564,U000991,R00138,Beverages,2026-03-24 17:00:00,1,False,organic,
O0019484,U001540,R00056,Biryani,2026-03-24 18:00:00,1,False,organic,
O0010240,U000803,R00114,North Indian,2026-03-24 18:00:00,1,False,organic,
O0004849,U000387,R00005,Desserts,2026-03-24 19:00:00,1,False,organic,
O0008025,U000621,R00113,Pizza,2026-03-24 19:00:00,1,False,organic,
O0019105,U001509,R00071,Chinese,2026-03-24 19:00:00,1,False,organic,
O0019898,U001572,R00138,Beverages,2026-03-24 19:00:00,1,False,organic,
O0013820,U001103,R00031,Beverages,2026-03-24 20:00:00,1,False,organic,
O0009383,U000732,R00067,Pizza,2026-03-24 20:00:00,1,False,organic,
O0007792,U000603,R00057,Biryani,2026-03-24 21:00:00,1,False,organic,
O0008583,U000672,R00047,South Indian,2026-03-24 23:00:00,1,False,organic,
O0010609,U000832,R00122,North Indian,2026-03-24 23:00:00,1,False,organic,
O0005534,U000440,R00033,Biryani,2026-03-24 23:00:00,1,False,organic,
O0024364,U001927,R00013,Pizza,2026-03-24 23:00:00,1,False,organic,
O0010332,U000809,R00007,South Indian,2026-03-25 14:00:00,2,False,organic,
O0006991,U000541,R00083,Pizza,2026-03-25 16:00:00,2,False,organic,
O0016993,U001347,R00099,Pizza,2026-03-25 16:00:00,2,False,organic,
O0015227,U001208,R00033,Biryani,2026-03-25 16:00:00,2,False,organic,
O0021239,U001675,R00040,Rolls & Wraps,2026-03-25 17:00:00,2,False,organic,
O0004955,U000394,R00144,Biryani,2026-03-25 17:00:00,2,False,organic,
O0000145,U000011,R00018,Fast Food,2026-03-25 17:00:00,2,False,organic,
O0023741,U001888,R00008,Fast Food,2026-03-25 17:00:00,2,False,organic,
O0005427,U000432,R00046,North Indian,2026-03-25 18:00:00,2,False,organic,
O0005535,U000440,R00127,Chinese,2026-03-25 18:00:00,2,False,organic,
O0019362,U001530,R00094,South Indian,2026-03-25 18:00:00,2,False,organic,
O0015513,U001234,R00063,North Indian,2026-03-25 18:00:00,2,False,organic,
O0000843,U000060,R00060,Pizza,2026-03-25 18:00:00,2,False,organic,
O0019723,U001561,R00141,Rolls & Wraps,2026-03-25 19:00:00,2,False,organic,
O0002247,U000169,R00058,South Indian,2026-03-25 19:00:00,2,False,organic,
O0003971,U000299,R00051,North Indian,2026-03-25 19:00:00,2,False,organic,
O0000444,U000030,R00048,Rolls & Wraps,2026-03-25 19:00:00,2,False,organic,
O0021922,U001729,R00036,Beverages,2026-03-25 19:00:00,2,False,organic,
O0011073,U000868,R00132,Momos,2026-03-25 19:00:00,2,False,organic,
O0009168,U000720,R00107,Desserts,2026-03-25 20:00:00,2,False,organic,
O0022495,U001765,R00014,North Indian,2026-03-25 20:00:00,2,False,organic,
O0017910,U001411,R00106,Pizza,2026-03-25 20:00:00,2,False,organic,
O0004584,U000355,R00122,North Indian,2026-03-25 21:00:00,2,False,organic,
O0015514,U001234,R00137,Beverages,2026-03-25 21:00:00,2,False,organic,
O0006643,U000510,R00122,North Indian,2026-03-25 21:00:00,2,False,organic,
O0004680,U000365,R00067,Pizza,2026-03-25 21:00:00,2,False,organic,
O0008584,U000672,R00122,North Indian,2026-03-25 22:00:00,2,False,organic,
O0004479,U000347,R00128,Fast Food,2026-03-25 22:00:00,2,False,organic,
O0004850,U000387,R00138,Beverages,2026-03-25 22:00:00,2,False,organic,
O0013095,U001038,R00033,Biryani,2026-03-25 22:00:00,2,False,organic,
O0000165,U000012,R00084,Pizza,2026-03-25 23:00:00,2,True,organic,
O0018153,U001430,R00099,Pizza,2026-03-25 23:00:00,2,False,organic,
O0010583,U000830,R00142,North Indian,2026-03-26 15:00:00,3,False,organic,
O0002044,U000152,R00032,Momos,2026-03-26 15:00:00,3,True,organic,
O0009630,U000755,R00087,South Indian,2026-03-26 15:00:00,3,True,organic,
O0024365,U001927,R00083,Pizza,2026-03-26 15:00:00,3,False,organic,
O0025079,U001988,R00102,Biryani,2026-03-26 16:00:00,3,False,organic,
O0005034,U000401,R00034,Chinese,2026-03-26 16:00:00,3,False,organic,
O0004107,U000315,R00033,Biryani,2026-03-26 17:00:00,3,True,organic,
O0018154,U001430,R00102,Biryani,2026-03-26 17:00:00,3,False,organic,
O0019978,U001577,R00018,Fast Food,2026-03-26 17:00:00,3,False,organic,
O0012894,U001017,R00009,Fast Food,2026-03-26 17:00:00,3,False,organic,
O0004158,U000322,R00032,Momos,2026-03-26 17:00:00,3,False,organic,
O0008636,U000674,R00145,North Indian,2026-03-26 17:00:00,3,False,organic,
O0004287,U000334,R00036,Beverages,2026-03-26 18:00:00,3,False,organic,
O0010153,U000797,R00099,Pizza,2026-03-26 18:00:00,3,False,organic,
O0015664,U001247,R00126,Desserts,2026-03-26 18:00:00,3,False,organic,
O0020209,U001595,R00039,Biryani,2026-03-26 18:00:00,3,False,organic,
O0020182,U001592,R00148,Fast Food,2026-03-26 18:00:00,3,False,organic,
O0025186,U001995,R00070,Pizza,2026-03-26 18:00:00,3,False,organic,
O0001588,U000116,R00130,Desserts,2026-03-26 18:00:00,3,False,organic,
O0007794,U000603,R00142,North Indian,2026-03-26 19:00:00,3,False,organic,
O0016444,U001303,R00023,Beverages,2026-03-26 19:00:00,3,False,organic,
O0011355,U000890,R00021,Desserts,2026-03-26 19:00:00,3,False,organic,
O0000445,U000030,R00077,Momos,2026-03-26 19:00:00,3,False,organic,
O0007559,U000582,R00049,South Indian,2026-03-26 20:00:00,3,True,organic,
O0001071,U000080,R00082,Pizza,2026-03-26 20:00:00,3,False,organic,
O0024316,U001925,R00064,Beverages,2026-03-26 20:00:00,3,False,organic,
O0014919,U001186,R00025,Beverages,2026-03-26 20:00:00,3,False,organic,
O0001321,U000097,R00075,South Indian,2026-03-26 20:00:00,3,False,organic,
O0015515,U001234,R00135,Beverages,2026-03-26 21:00:00,3,False,organic,
O0005152,U000411,R00016,Beverages,2026-03-26 21:00:00,3,False,organic,
O0019195,U001516,R00028,South Indian,2026-03-26 21:00:00,3,False,organic,
O0008981,U000706,R00138,Beverages,2026-03-26 21:00:00,3,False,organic,
O0003433,U000256,R00110,Chinese,2026-03-26 21:00:00,3,False,organic,
O0022755,U001789,R00024,North Indian,2026-03-26 21:00:00,3,False,organic,
O0011217,U000879,R00108,Fast Food,2026-03-26 21:00:00,3,False,organic,
O0010888,U000854,R00038,Desserts,2026-03-26 21:00:00,3,False,organic,
O0015788,U001255,R00022,Chinese,2026-03-26 21:00:00,3,False,organic,
O0005605,U000443,R00147,Momos,2026-03-26 21:00:00,3,True,organic,
O0001493,U000110,R00119,Chinese,2026-03-26 22:00:00,3,False,organic,
O0001688,U000125,R00111,Fast Food,2026-03-26 22:00:00,3,False,organic,
O0015633,U001245,R00104,South Indian,2026-03-26 22:00:00,3,False,organic,
O0016443,U001303,R00127,Chinese,2026-03-26 22:00:00,3,False,organic,
O0008004,U000619,R00089,Biryani,2026-03-26 23:00:00,3,False,organic,
O0002332,U000173,R00007,South Indian,2026-03-27 14:00:00,4,False,organic,
O0006644,U000510,R00084,Pizza,2026-03-27 14:00:00,4,False,organic,
O0007425,U000570,R00082,Pizza,2026-03-27 15:00:00,4,False,organic,
O0023310,U001851,R00096,Rolls & Wraps,2026-03-27 15:00:00,4,False,organic,
O0018701,U001477,R00032,Momos,2026-03-27 16:00:00,4,False,organic,
O0021240,U001675,R00086,Rolls & Wraps,2026-03-27 16:00:00,4,False,organic,
O0019145,U001511,R00014,North Indian,2026-03-27 16:00:00,4,False,organic,
O0003267,U000245,R00001,Fast Food,2026-03-27 17:00:00,4,True,organic,
O0013022,U001028,R00032,Momos,2026-03-27 17:00:00,4,False,organic,
O0018258,U001441,R00056,Biryani,2026-03-27 17:00:00,4,False,organic,
O0022746,U001788,R00143,Pizza,2026-03-27 17:00:00,4,False,organic,
O0014444,U001154,R00125,Fast Food,2026-03-27 17:00:00,4,False,organic,
O0005967,U000466,R00096,Rolls & Wraps,2026-03-27 18:00:00,4,False,organic,
O0017207,U001365,R00029,South Indian,2026-03-27 18:00:00,4,False,organic,
O0012103,U000952,R00109,Biryani,2026-03-27 18:00:00,4,False,organic,
O0016001,U001275,R00142,North Indian,2026-03-27 18:00:00,4,False,organic,
O0003062,U000233,R00052,South Indian,2026-03-27 18:00:00,4,False,organic,
O0010500,U000822,R00033,Biryani,2026-03-27 18:00:00,4,False,organic,
O0012524,U000989,R00013,Pizza,2026-03-27 18:00:00,4,False,organic,
O0011485,U000902,R00009,Fast Food,2026-03-27 18:00:00,4,False,organic,
O0006275,U000483,R00033,Biryani,2026-03-27 18:00:00,4,False,organic,
O0012724,U001006,R00100,North Indian,2026-03-27 18:00:00,4,False,organic,
O0017405,U001381,R00046,North Indian,2026-03-27 18:00:00,4,False,organic,
O0015873,U001263,R00080,South Indian,2026-03-27 19:00:00,4,False,organic,
O0004640,U000361,R00059,Chinese,2026-03-27 19:00:00,4,False,organic,
O0011551,U000906,R00148,Fast Food,2026-03-27 19:00:00,4,False,organic,
O0022203,U001746,R00079,Momos,2026-03-27 19:00:00,4,False,organic,
O0009152,U000719,R00078,South Indian,2026-03-27 19:00:00,4,True,organic,
O0022747,U001788,R00143,Pizza,2026-03-27 19:00:00,4,False,organic,
O0016045,U001278,R00076,South Indian,2026-03-27 19:00:00,4,False,organic,
O0004641,U000361,R00077,Momos,2026-03-27 19:00:00,4,False,organic,
O0000966,U000071,R00121,Momos,2026-03-27 19:00:00,4,False,organic,
O0024046,U001912,R00148,Fast Food,2026-03-27 19:00:00,4,False,organic,
O0019469,U001539,R00089,Biryani,2026-03-27 19:00:00,4,False,organic,
O0019144,U001511,R00097,Rolls & Wraps,2026-03-27 19:00:00,4,False,organic,
O0013894,U001107,R00121,Momos,2026-03-27 20:00:00,4,False,organic,
O0002115,U000159,R00011,Chinese,2026-03-27 20:00:00,4,False,organic,
O0019547,U001545,R00031,Beverages,2026-03-27 20:00:00,4,False,organic,
O0000044,U000003,R00102,Biryani,2026-03-27 20:00:00,4,False,organic,
O0022134,U001743,R00086,Rolls & Wraps,2026-03-27 20:00:00,4,False,organic,
O0003213,U000243,R00011,Chinese,2026-03-27 20:00:00,4,False,organic,
O0001559,U000115,R00120,Beverages,2026-03-27 20:00:00,4,False,organic,
O0008449,U000655,R00069,Desserts,2026-03-27 20:00:00,4,True,organic,
O0007283,U000561,R00115,Chinese,2026-03-27 20:00:00,4,False,organic,
O0014565,U001163,R00010,Fast Food,2026-03-27 20:00:00,4,False,organic,
O0005035,U000401,R00054,Chinese,2026-03-27 21:00:00,4,False,organic,
O0014492,U001160,R00028,South Indian,2026-03-27 21:00:00,4,False,organic,
O0014126,U001124,R00038,Desserts,2026-03-27 21:00:00,4,False,organic,
O0009529,U000745,R00085,Pizza,2026-03-27 21:00:00,4,False,organic,
O0021774,U001718,R00070,Pizza,2026-03-27 21:00:00,4,False,organic,
O0007833,U000605,R00012,Fast Food,2026-03-27 21:00:00,4,False,organic,
O0003378,U000252,R00025,Beverages,2026-03-27 21:00:00,4,False,organic,
O0010198,U000799,R00045,Chinese,2026-03-27 21:00:00,4,False,organic,
O0002145,U000162,R00134,Momos,2026-03-27 22:00:00,4,False,organic,
O0000166,U000012,R00017,Biryani,2026-03-27 22:00:00,4,True,organic,
O0023859,U001895,R00066,Chinese,2026-03-27 22:00:00,4,False,organic,
O0020436,U001621,R00097,Rolls & Wraps,2026-03-27 22:00:00,4,True,organic,
O0018346,U001447,R00001,Fast Food,2026-03-27 22:00:00,4,False,organic,
O0022232,U001747,R00105,Momos,2026-03-27 22:00:00,4,False,organic,
O0003817,U000288,R00140,Biryani,2026-03-27 22:00:00,4,False,organic,
O0003953,U000298,R00104,South Indian,2026-03-27 22:00:00,4,False,organic,
O0001797,U000131,R00020,Beverages,2026-03-27 23:00:00,4,False,organic,
O0016491,U001305,R00109,Biryani,2026-03-27 23:00:00,4,False,organic,
O0007931,U000615,R00128,Fast Food,2026-03-27 23:00:00,4,False,organic,
O0013167,U001044,R00055,Desserts,2026-03-27 23:00:00,4,False,organic,
O0013556,U001080,R00029,South Indian,2026-03-27 23:00:00,4,False,organic,
O0020007,U001578,R00083,Pizza,2026-03-28 16:00:00,5,False,organic,
O0013575,U001081,R00042,Chinese,2026-03-28 16:00:00,5,False,organic,
O0004819,U000381,R00062,Pizza,2026-03-28 16:00:00,5,False,organic,
O0024047,U001912,R00011,Chinese,2026-03-28 16:00:00,5,False,organic,
O0015209,U001207,R00078,South Indian,2026-03-28 16:00:00,5,False,organic,
O0006156,U000477,R00014,North Indian,2026-03-28 16:00:00,5,False,organic,
O0022014,U001734,R00094,South Indian,2026-03-28 16:00:00,5,False,organic,
O0012600,U000994,R00056,Biryani,2026-03-28 16:00:00,5,False,organic,
O0011168,U000875,R00043,Beverages,2026-03-28 16:00:00,5,False,organic,
O0023742,U001888,R00091,Biryani,2026-03-28 17:00:00,5,False,organic,
O0020034,U001580,R00002,Rolls & Wraps,2026-03-28 17:00:00,5,False,organic,
O0010285,U000807,R00075,South Indian,2026-03-28 17:00:00,5,False,organic,
O0008005,U000619,R00085,Pizza,2026-03-28 17:00:00,5,False,organic,
O0010286,U000807,R00075,South Indian,2026-03-28 17:00:00,5,False,organic,
O0006023,U000468,R00049,South Indian,2026-03-28 18:00:00,5,False,organic,
O0010785,U000847,R00071,Chinese,2026-03-28 18:00:00,5,False,organic,
O0010442,U000816,R00102,Biryani,2026-03-28 18:00:00,5,False,organic,
O0006276,U000483,R00033,Biryani,2026-03-28 18:00:00,5,False,organic,
O0016002,U001275,R00142,North Indian,2026-03-28 18:00:00,5,False,organic,
O0010003,U000786,R00034,Chinese,2026-03-28 18:00:00,5,False,organic,
O0010060,U000789,R00039,Biryani,2026-03-28 18:00:00,5,True,organic,
O0020527,U001629,R00033,Biryani,2026-03-28 18:00:00,5,False,organic,
O0013299,U001060,R00082,Pizza,2026-03-28 18:00:00,5,False,organic,
O0019979,U001577,R00018,Fast Food,2026-03-28 19:00:00,5,False,organic,
O0000416,U000028,R00121,Momos,2026-03-28 19:00:00,5,False,organic,
O0001072,U000080,R00105,Momos,2026-03-28 19:00:00,5,False,organic,
O0019914,U001573,R00002,Rolls & Wraps,2026-03-28 19:00:00,5,False,organic,
O0017539,U001390,R00048,Rolls & Wraps,2026-03-28 19:00:00,5,False,organic,
O0010380,U000811,R00108,Fast Food,2026-03-28 19:00:00,5,False,organic,
O0006864,U000528,R00077,Momos,2026-03-28 19:00:00,5,False,organic,
O0009596,U000751,R00018,Fast Food,2026-03-28 19:00:00,5,False,organic,
O0005664,U000450,R00149,Beverages,2026-03-28 19:00:00,5,False,organic,
O0005291,U000423,R00049,South Indian,2026-03-28 19:00:00,5,False,organic,
O0011793,U000919,R00070,Pizza,2026-03-28 19:00:00,5,False,organic,
O0005710,U000451,R00094,South Indian,2026-03-28 19:00:00,5,True,organic,
O0021898,U001727,R00023,Beverages,2026-03-28 19:00:00,5,False,organic,
O0017875,U001410,R00145,North Indian,2026-03-28 19:00:00,5,False,organic,
O0002428,U000182,R00086,Rolls & Wraps,2026-03-28 19:00:00,5,False,organic,
O0004191,U000324,R00113,Pizza,2026-03-28 20:00:00,5,False,organic,
O0005536,U000440,R00145,North Indian,2026-03-28 20:00:00,5,False,organic,
O0000878,U000064,R00026,Fast Food,2026-03-28 20:00:00,5,False,organic,
O0025214,U001999,R00129,Momos,2026-03-28 20:00:00,5,False,organic,
O0000877,U000064,R00026,Fast Food,2026-03-28 20:00:00,5,False,organic,
O0003602,U000272,R00037,North Indian,2026-03-28 20:00:00,5,False,organic,
O0006096,U000474,R00094,South Indian,2026-03-28 20:00:00,5,False,organic,
O0012104,U000952,R00001,Fast Food,2026-03-28 20:00:00,5,False,organic,
O0012862,U001014,R00033,Biryani,2026-03-28 20:00:00,5,False,organic,
O0016353,U001297,R00019,Rolls & Wraps,2026-03-28 20:00:00,5,False,organic,
O0007795,U000603,R00090,North Indian,2026-03-28 20:00:00,5,False,organic,
O0023712,U001886,R00065,South Indian,2026-03-28 20:00:00,5,False,organic,
O0021585,U001700,R00078,South Indian,2026-03-28 20:00:00,5,False,organic,
O0023169,U001834,R00090,North Indian,2026-03-28 20:00:00,5,False,organic,
O0014323,U001144,R00131,South Indian,2026-03-28 21:00:00,5,False,organic,
O0007027,U000544,R00147,Momos,2026-03-28 21:00:00,5,False,organic,
O0011979,U000939,R00038,Desserts,2026-03-28 21:00:00,5,False,organic,
O0024890,U001972,R00052,South Indian,2026-03-28 21:00:00,5,False,organic,
O0022532,U001769,R00003,Chinese,2026-03-28 21:00:00,5,True,organic,
O0003064,U000233,R00090,North Indian,2026-03-28 21:00:00,5,False,organic,
O0010366,U000810,R00105,Momos,2026-03-28 21:00:00,5,False,organic,
O0003972,U000299,R00079,Momos,2026-03-28 21:00:00,5,True,organic,
O0011074,U000868,R00024,North Indian,2026-03-28 22:00:00,5,False,organic,
O0001322,U000097,R00112,Pizza,2026-03-28 22:00:00,5,False,organic,
O0004606,U000357,R00005,Desserts,2026-03-28 22:00:00,5,False,organic,
O0011709,U000915,R00103,Momos,2026-03-28 22:00:00,5,False,organic,
O0018998,U001503,R00086,Rolls & Wraps,2026-03-28 22:00:00,5,False,organic,
O0003063,U000233,R00062,Pizza,2026-03-28 22:00:00,5,False,organic,
O0025080,U001988,R00109,Biryani,2026-03-28 22:00:00,5,False,organic,
O0019043,U001506,R00054,Chinese,2026-03-28 23:00:00,5,False,organic,
O0007472,U000574,R00102,Biryani,2026-03-28 23:00:00,5,False,organic,
O0005606,U000443,R00147,Momos,2026-03-28 23:00:00,5,False,organic,
O0020124,U001590,R00103,Momos,2026-03-28 23:00:00,5,False,organic,
O0008517,U000663,R00122,North Indian,2026-03-28 23:00:00,5,False,organic,
O0010645,U000833,R00134,Momos,2026-03-28 23:00:00,5,False,organic,
O0014991,U001191,R00092,Rolls & Wraps,2026-03-28 23:00:00,5,False,organic,
O0004851,U000387,R00005,Desserts,2026-03-28 23:00:00,5,False,organic,
O0018997,U001503,R00107,Desserts,2026-03-28 23:00:00,5,False,organic,
O0001757,U000129,R00130,Desserts,2026-03-29 14:00:00,6,False,organic,
O0011980,U000939,R00015,Desserts,2026-03-29 14:00:00,6,False,organic,
O0004377,U000342,R00039,Biryani,2026-03-29 15:00:00,6,False,organic,
O0009009,U000707,R00023,Beverages,2026-03-29 16:00:00,6,False,organic,
O0009025,U000709,R00149,Beverages,2026-03-29 16:00:00,6,False,organic,
O0011112,U000872,R00106,Pizza,2026-03-29 16:00:00,6,False,organic,
O0004329,U000336,R00127,Chinese,2026-03-29 17:00:00,6,False,organic,
O0006033,U000470,R00091,Biryani,2026-03-29 17:00:00,6,False,organic,
O0021668,U001708,R00064,Beverages,2026-03-29 17:00:00,6,False,organic,
O0010333,U000809,R00087,South Indian,2026-03-29 17:00:00,6,False,organic,
O0015228,U001208,R00095,Desserts,2026-03-29 17:00:00,6,True,organic,
O0005428,U000432,R00014,North Indian,2026-03-29 17:00:00,6,False,organic,
O0011675,U000914,R00147,Momos,2026-03-29 17:00:00,6,True,organic,
O0000401,U000025,R00077,Momos,2026-03-29 18:00:00,6,False,organic,
